code,industry,concepts,industry_rank,industry_change_pct,industry_heat_score,concept_heat_score,board_heat_score,board_heat_latest_score,board_heat_trend_score,board_heat_persistence_score,board_heat_cooling_score,board_heat_observations,board_heat_summary,board_heat_state
000681,互联网服务,数据确权|人工智能|智谱AI概念|知识产权|数字水印|AIGC概念|新零售|AI智能体|数据要素|AI语料|虚拟现实|AI应用|鸿蒙概念|区块链|小红书概念|多模态AI|华为概念|百度概念,,,,,,,,,,,,
000682,输变电设备,电网概念|充电桩|物联网|华为概念|智能电网|北交所概念|节能环保|虚拟电厂|央国企改革|特高压,,,,,,,,,,,,
000683,化学原料,西部大开发|化工原料,,,,,,,,,,,,
000685,水务,并购重组概念|医废处理|创投|参股券商|电网概念|央国企改革|垃圾分类|节能环保|油气资源|天然气|充电桩|虚拟电厂,,,,,,,,,,,,
000686,非银行金融,互联网金融|券商概念|参股期货|东北振兴,,,,,,,,,,,,
000688,稀有金属,钛白粉概念|稀缺资源|西部大开发|黄金概念|锂矿概念|小金属概念,,,,,,,,,,,,
000690,电力,参股券商|新能源|超超临界发电|创投|风能|绿色电力|海洋经济,,,,,,,,,,,,
000691,化学原料,西部大开发,,,,,,,,,,,,
000692,电力,微盘股|东北振兴,,,,,,,,,,,,
000695,金属非金属新材料,滨海新区|电池技术|锂电池概念|固态电池|光伏概念,,,,,,,,,,,,
000697,航空航天装备,航天航空|无人机|西部大开发|央国企改革,,,,,,,,,,,,
000698,化学原料,医疗器械概念|东北振兴|央国企改革|化工原料,,,,,,,,,,,,
000700,汽车,参股银行|华为汽车|小米汽车|长江三角|特斯拉概念|小米概念|人形机器人,,,,,,,,,,,,
000701,贸易,LED概念|物联网|小金属概念|石墨烯|谷子经济|电子车牌|MiniLED|低空经济|无人机|小米概念|小米汽车|央国企改革|电商概念,,,,,,,,,,,,
000702,畜牧业,央国企改革|猪肉概念|参股券商|微盘股,,,,,,,,,,,,
000703,合成纤维及树脂,新材料|西部大开发|煤化工概念|一带一路|参股银行,,,,,,,,,,,,
000705,医药商业,参股银行|肝炎概念|幽门螺杆菌概念|合成生物|互联网医疗|长江三角|央国企改革|中药概念|SPD概念|微盘股|婴童概念|创新医疗服务|病原体防治,,,,,,,,,,,,
000707,化学原料,电池技术|钠离子电池|化工原料|央国企改革,,,,,,,,,,,,
000708,钢铁,油气资源|央国企改革|油气设服|商业航天|地下管网,,,,,,,,,,,,
000709,钢铁,央国企改革|电池技术|海洋经济|雄安新区|京津冀|可控核聚变|低碳冶金|钒电池,,,,,,,,,,,,
000710,医疗服务,AI应用|医疗器械概念|辅助生殖|精准医疗|西部大开发|婴童概念|AI制药（医疗）|精准诊断|大数据|人工智能|基因测序|成渝特区,,,,,,,,,,,,
000712,非银行金融,并购重组概念|参股券商|参股期货|券商概念|互联网金融|参股银行|参股保险|IPO受益,,,,,,,,,,,,
000713,农业,央国企改革|草甘膦|农业种植|转基因|化妆品概念|粮食概念|磷化工|一带一路|乡村振兴|电子烟,,,,,,,,,,,,
000715,零售,电商概念,,,,,,,,,,,,
000716,食品,西部大开发|养老概念|网红经济|乡村振兴|储能概念|粮食概念|电商概念|农业种植|央国企改革,,,,,,,,,,,,
000717,钢铁,央国企改革|氢能源,,,,,,,,,,,,
000718,房地产开发,医美概念|新消费,,,,,,,,,,,,
000719,平面媒体,AI语料|东数西算|职业教育|电商概念|数据要素|数字阅读|央国企改革|在线教育,,,,,,,,,,,,
000720,输变电设备,央国企改革|光纤概念,,,,,,,,,,,,
000721,休闲服务,地摊经济|社区团购|预制菜概念|西部大开发|旅游酒店|央国企改革|职业教育,,,,,,,,,,,,
000722,电力,供销社概念|央国企改革|水利建设|绿色电力|光伏概念,,,,,,,,,,,,
000723,煤炭,首发经济|充电桩|超级电容|石墨烯|智能驾驶|新能源车|储能概念|节能环保|煤化工概念|氢能源|机器人概念|天然气|碳交易|电池技术|燃料电池概念|油气资源,,,,,,,,,,,,
000725,电子器件,新能源车|小米概念|医美概念|柔性屏(折叠屏)|混合现实|央国企改革|苹果概念|LED概念|人工智能|UWB概念|电子竞技|智能穿戴|光纤概念|电子纸概念|显示技术|互联网医疗|钙钛矿电池|MiniLED|国产芯片|华为概念|新零售|MicroLED|消费电子概念|虚拟现实|裸眼3D|智慧城市|玻璃基板|超清视频|OLED|物联网|屏下摄像|荣耀概念|先进封装,,,,,,,,,,,,
000726,纺织,电商概念|新零售|抗菌面料|贬值受益|C2M概念|土地流转,,,,,,,,,,,,
000727,电子器件,在线教育|电子纸概念|电子后视镜|贬值受益|阿里概念|显示技术|小米概念|虚拟现实|物联网|央国企改革|长江三角|裸眼3D|人工智能|华为概念|电子竞技|数字阅读,,,,,,,,,,,,
000728,非银行金融,央国企改革|参股期货|互联网金融|券商概念,,,,,,,,,,,,
000729,饮料,创投|味蕾经济|啤酒概念|央国企改革|酿酒概念,,,,,,,,,,,,
000731,化肥农药,西部大开发|油气资源|民爆概念|尾气治理|天然气|央国企改革|化工原料,,,,,,,,,,,,
000733,电子元件,氮化镓|半导体概念|MLCC|物联网|碳化硅|军工|超级电容|低空经济|锂电池概念|电池技术|新能源车|大飞机|光通信模块|央国企改革|CPO概念|军民融合|国产芯片|被动元件概念|储能概念|商业航天|参股券商|无人机|IGBT概念|西部大开发,,,,,,,,,,,,
000735,畜牧业,猪肉概念|职业教育|冷链物流|乡村振兴|海南自贸,,,,,,,,,,,,
000736,房地产开发,央国企改革|成渝特区|雄安新区|土地流转|西部大开发|参股券商,,,,,,,,,,,,
000737,基本金属,央国企改革|稀缺资源|小金属概念|新材料|参股券商|PCB|黄金概念,,,,,,,,,,,,
000738,航空航天装备,航天航空|央国企改革|航母概念|商业航天|通用航空|无人机|军工,,,,,,,,,,,,
000739,化学制药,减肥药|创新药|病原体防治|CRO|病毒防治|宠物经济|合成生物|流感,,,,,,,,,,,,
000750,非银行金融,央国企改革|互联网金融|券商概念|西部大开发,,,,,,,,,,,,
000751,基本金属,稀缺资源|新材料|小金属概念|东北振兴,,,,,,,,,,,,
000752,饮料,酿酒概念|啤酒概念,,,,,,,,,,,,
000753,综合,节能环保|跨境电商|绿色电力|央国企改革|充电桩|PPP模式|低空经济|数字经济|创投,,,,,,,,,,,,
000755,公路铁路,央国企改革|参股银行|绿色电力,,,,,,,,,,,,
000756,化学制药,央国企改革|独家药品|参股银行|流感|幽门螺杆菌概念|阿里概念|病原体防治|阿兹海默|新零售|医美概念|新消费|辅助生殖|创新药,,,,,,,,,,,,
000757,汽车,华为汽车|小米汽车|成渝特区|西部大开发|微盘股|华为概念,,,,,,,,,,,,
000758,基本金属,稀土永磁|参股银行|小金属概念|新材料|资源开采概念|稀缺资源|一带一路|央国企改革,,,,,,,,,,,,
000759,零售,湖北自贸|一带一路|社区团购|新零售|降解塑料|央国企改革,,,,,,,,,,,,
000761,钢铁,央国企改革|并购重组概念,,,,,,,,,,,,
000762,稀有金属,稀缺资源|西部大开发|电池技术|小金属概念|新材料|锂电池概念|锂矿概念|央国企改革,,,,,,,,,,,,
000766,化学制药,中药概念|肝炎概念|创新药|参股银行|CRO|病原体防治|工业大麻|阿兹海默,,,,,,,,,,,,
000767,电力,新能源|央国企改革|绿色电力|光伏概念|碳交易|风能|超超临界发电,,,,,,,,,,,,
000768,航空航天装备,通用航空|低空经济|参股券商|军工|商业航天|航天航空|央国企改革|大飞机|军民融合|西部大开发|航母概念,,,,,,,,,,,,
000776,非银行金融,券商概念|互联网金融,,,,,,,,,,,,
000777,通用设备,一带一路|核污染防治|氢能源|核能核电|可控核聚变|新能源|北交所概念|并购重组概念|央国企改革|长江三角|幽门螺杆菌概念,,,,,,,,,,,,
000778,钢铁,雄安新区|水利建设|央国企改革|京津冀|地下管网,,,,,,,,,,,,
000779,专业服务,房屋检测|央国企改革|建筑节能|乡村振兴|西部大开发|土壤修复|数字孪生|低空经济|新型城镇化|水利建设,,,,,,,,,,,,
000783,非银行金融,券商概念|PPP模式|互联网金融|参股期货,,,,,,,,,,,,
000785,商业物业经营,阿里概念|跨境电商|新零售|AI智能体|智能家居,,,,,,,,,,,,
000786,其他建材,雄安新区|新材料|IPO受益|央国企改革|新能源|装配建筑,,,,,,,,,,,,
000788,化学制药,医疗器械概念|病毒防治|流感|西部大开发|病原体防治|冷链物流|成渝特区,,,,,,,,,,,,
000789,水泥,央国企改革|创投|铁路基建,,,,,,,,,,,,
000790,中药生产,西部大开发|合成生物|病原体防治|新消费|海南自贸|单抗概念|成渝特区|医美概念|养老概念|中药概念|病毒防治,,,,,,,,,,,,
000791,电力,西部大开发|光伏概念|央国企改革|绿色电力|风能|东数西算,,,,,,,,,,,,
000792,化肥农药,新能源车|锂矿概念|稀缺资源|锂电池概念|化工原料|电池技术|西部大开发|央国企改革,,,,,,,,,,,,
000793,平面媒体,央国企改革|网络游戏|冷链物流|独角兽|旅游概念|职业教育|创投|虚拟现实|抖音概念(字节概念)|边缘计算|农业种植|海南自贸|化债(AMC)概念|网红经济,,,,,,,,,,,,
000795,金属非金属新材料,新能源车|养老概念|机器人执行器|消费电子概念|机器人概念|稀土永磁|减速器|新材料|小金属概念,,,,,,,,,,,,
000796,休闲服务,海南自贸|央国企改革|体育产业|一带一路|文娱消费|跨境支付|免税概念|零售概念|互联网金融|旅游概念|海洋经济|旅游酒店,,,,,,,,,,,,
000797,房地产开发,京津冀|装配建筑|一带一路|央国企改革|土地流转|跨境电商,,,,,,,,,,,,
000798,渔业,水产概念|央国企改革|参股保险|海洋经济|预制菜概念,,,,,,,,,,,,
000799,饮料,央国企改革|白酒|酿酒概念,,,,,,,,,,,,
000800,汽车,新能源车|军工|电池技术|共享经济|发电机概念|车联网(车路云)|燃料电池概念|汽车整车|氢能源|智能驾驶|华为概念|并购重组概念|央国企改革,,,,,,,,,,,,
000801,消费电子设备,人工智能|大飞机|机器视觉|低空经济|5G概念|成渝特区|物联网|央国企改革|西部大开发|军工|F5G概念|通信技术|超清视频|华为概念|无人机|卫星导航|军民融合,,,,,,,,,,,,
000802,影视动漫,影视概念|文娱消费,,,,,,,,,,,,
000803,环保,工业互联网|物联网|垃圾分类|成渝特区|西部大开发|节能环保|央国企改革|大数据,,,,,,,,,,,,
000807,基本金属,西部大开发|电池技术|央国企改革|稀缺资源|燃料电池概念|节能环保|新能源车,,,,,,,,,,,,
000809,电源设备,风能,,,,,,,,,,,,
000810,通信设备,OLED|区块链|储能概念|通信技术|MiniLED|物联网|Web3.0|在线教育|虚拟现实|AIGC概念|显示技术|消费电子概念|AI眼镜|华为概念|西部大开发|百度概念|人工智能|智能家居|5G概念|短剧互动游戏|华为海思|智能电视|车联网(车路云)|超清视频|F5G概念|混合现实|元宇宙概念,,,,,,,,,,,,
000811,通用设备,核能核电|燃料电池概念|体育产业|氢能源|空气能热泵|央国企改革|中俄贸易概念|液冷服务器|数据中心|海洋经济|冰雪经济|节能环保|东数西算|碳交易|熔盐储能|电池技术|冷链物流|地热能|氦气概念|雅下水电概念|创投|可控核聚变,,,,,,,,,,,,
000812,造纸印刷,参股券商|西部大开发|创投|包装材料|在线教育|职业教育,,,,,,,,,,,,
000813,生物医药,西部大开发|生物疫苗|合成生物|创新药|海南自贸|工业大麻|医美概念|新消费|减肥药|化妆品概念|央国企改革|零售概念,,,,,,,,,,,,
000815,计算机软件,国资云概念|云计算|西部大开发|绿色电力|央国企改革|新能源|数据中心|东数西算|大数据|光伏概念,,,,,,,,,,,,
000816,通用设备,小金属概念|发电机概念|长江三角|乡村振兴,,,,,,,,,,,,
000818,化学原料,卫星互联网|人工智能|数据中心|卫星导航|通信技术|算力概念|DeepSeek概念|国产芯片|数据要素|环氧丙烷|化工原料|边缘计算|央国企改革|军民融合|军工|存储芯片|5G概念|光通信模块|氢能源|电池技术|创投|半导体概念|燃料电池概念|英伟达概念,,,,,,,,,,,,
000819,石油天然气,央国企改革,,,,,,,,,,,,
000820,环保,节能环保|微盘股,,,,,,,,,,,,
000821,电源设备,光伏概念|储能概念|钙钛矿电池|人工智能|无人机|锂电池概念|HJT电池|电池技术|机器人概念|机器视觉|TOPCon电池|特斯拉概念,,,,,,,,,,,,
000822,化学原料,央国企改革|氢能源|电池技术|海洋经济|钒电池|化工原料,,,,,,,,,,,,
000823,电子元件,传感器|参股银行|数据中心|光通信模块|纳米银|PCB|卫星互联网|央国企改革|贬值受益|无人机|5G概念|裸眼3D|通信技术|苹果概念,,,,,,,,,,,,
000825,钢铁,央国企改革|军工|核能核电|可控核聚变|一带一路,,,,,,,,,,,,
000826,环保,智能驾驶|医废处理|湖北自贸|人工智能|垃圾分类|节能环保|雄安新区|动力电池回收|碳交易|新能源车|汽车拆解|电池技术|锂电池概念|新型城镇化|PPP模式,,,,,,,,,,,,
000828,公路铁路,参股券商|央国企改革|充电桩|粤港自贸,,,,,,,,,,,,
000829,零售,彩票概念|电商概念|区块链|虚拟现实|抖音概念(字节概念)|创投|电子烟|拼多多概念|百度概念|华为汽车|鸿蒙概念|荣耀概念|苹果概念|新消费|网红经济|华为概念|央国企改革|数字阅读,,,,,,,,,,,,
000830,化学新材料,煤化工概念|乡村振兴|化工原料|磷化工|有机硅概念|氟化工概念|央国企改革,,,,,,,,,,,,
000831,稀有金属,央国企改革|小金属概念|稀土永磁,,,,,,,,,,,,
000833,综合,乡村振兴|央国企改革|农业种植|西部大开发|光伏概念|磷化工,,,,,,,,,,,,
000837,通用设备,工业互联网|减速器|工业母机|央国企改革|化债(AMC)概念|3D打印|人形机器人|西部大开发|机器人执行器|机器人概念,,,,,,,,,,,,
000838,房地产开发,西部大开发|节能环保,,,,,,,,,,,,
000839,通信设备,AI语料|IPO受益|央国企改革|人工智能|创投|虚拟数字人|网络安全,,,,,,,,,,,,
000848,饮料,新零售,,,,,,,,,,,,
000850,纺织,农业种植|央国企改革|参股券商|参股保险|参股银行|冷链物流|土地流转|小金属概念|电商概念|创投|IPO受益,,,,,,,,,,,,
000852,专用设备,油气资源|央国企改革|天然气|一带一路|油气设服|页岩气|氢能源|海工装备,,,,,,,,,,,,
000856,专用设备,机器人概念|一带一路|京津冀|微盘股|央国企改革,,,,,,,,,,,,
000858,饮料,超级品牌|成渝特区|西部大开发|参股银行|白酒|新零售|味蕾经济|酿酒概念|央国企改革|电商概念,,,,,,,,,,,,
000859,化学制品,OLED|央国企改革|并购重组概念|新能源车|新材料|光刻胶|MLCC,,,,,,,,,,,,
000860,饮料,央国企改革|京津冀|白酒|酿酒概念|猪肉概念,,,,,,,,,,,,
000862,电力,智能电网|新能源|绿色电力|光伏概念|央国企改革|风能|西部大开发,,,,,,,,,,,,
000863,房地产开发,租售同权|数字经济|创投|虚拟现实|元宇宙概念,,,,,,,,,,,,
000868,汽车,新能源车|智能驾驶|氢能源|燃料电池概念|华为概念|汽车整车|央国企改革|PPP模式|电池技术,,,,,,,,,,,,
000869,饮料,酿酒概念|超级品牌,,,,,,,,,,,,
000875,电力,华为概念|氢能源|碳交易|风能|充电桩|燃料电池概念|REITs概念|电池技术|央国企改革|光伏概念|储能概念|绿色电力|新能源|抽水蓄能,,,,,,,,,,,,
000876,畜牧业,电商概念|猪肉概念|参股银行|西部大开发|乡村振兴|鸡肉概念|成渝特区,,,,,,,,,,,,
000877,水泥,绿色电力|一带一路|央国企改革|西部大开发,,,,,,,,,,,,
000878,基本金属,央国企改革|稀缺资源|黄金概念|参股期货|西部大开发,,,,,,,,,,,,
000880,通用设备,央国企改革|海工装备|发电机概念|数据中心,,,,,,,,,,,,
000881,化学原料,降解塑料|核污染防治|通信技术|雄安新区|央国企改革|节能环保|5G概念|医废处理|医疗器械概念|新材料|核能核电|一带一路|大飞机|充电桩|乡村振兴|幽门螺杆菌概念,,,,,,,,,,,,
